,p_hv_mw,q_hv_mvar,p_lv_mw,q_lv_mvar,pl_mw,ql_mvar,i_hv_ka,i_lv_ka,vm_hv_pu,va_hv_degree,vm_lv_pu,va_lv_degree,loading_percent
0,0.10726539055005244,0.05267519521321317,-0.10539239118534567,-0.05069611903719688,0.001872999364706765,0.001979076176016288,0.0033820616764576143,0.16732533377806527,1.02,0.0,1.0088427233128725,-0.7601257186168641,29.289513289780807
