,p_from_mw,q_from_mvar,p_to_mw,q_to_mvar,pl_mw,ql_mvar,i_from_ka,i_to_ka,i_ka,vm_from_pu,va_from_degree,vm_to_pu,va_to_degree,loading_percent
0,0.10539239122743502,0.05069611896419353,-0.0999999997678338,-0.049999999853827595,0.005392391459601215,0.0006961191103659337,0.16732533378705577,0.16732599549780502,0.16732599549780502,1.0088427233128725,-0.7601257186168641,0.9644305728933401,0.11585861401564218,117.8352080970458
