,vm_pu,va_degree,p_mw,q_mvar
0,1.02,0.0,-0.10726539055005244,-0.05267519521321317
1,1.0088427233128725,-0.7601257186168641,0.0,0.0
2,0.9644305728933401,0.11585861401564218,0.1,0.05
